NULL,MH電熱式網帶連續熱處理全套設備,德紘熱處理公司,台灣,MH-400,,1,五金零件熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,元茂熱處理公司,台灣,MH-400,,1,五金零件熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,詮聯熱處理公司,台灣,MH-1000,,2,螺絲熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,華泰熱處理公司,台灣,MH-900,,2,螺絲熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,華泰熱處理公司,台灣,MH-1000,,1,螺絲熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,?中松琴公司,台灣,MH-150,,1,精密電子螺絲熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,榮大熱處理公司,大陸,MH-400,,3,五金零件熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,榮大熱處理公司,大陸,MH-100,,1,五金零件熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,漳州優耐德公司,大陸,MH-150,,1,彈片熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,唐山匯東標準件公司,大陸,MH-600,,1,螺絲專業熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,上海下沙木螺釘廠,大陸,MH-600,,1,螺絲專業熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,國強熱處理公司,泰國,MH-150,,1,五金零件熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,國強熱處理公司,泰國,MH-400,,2,五金零件熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,國強熱處理公司,泰國,MH-600,,2,五金零件熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,國強熱處理公司,泰國,MH-900,,1,五金零件熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,XBI,印尼,MH-400,,1,腳踏車零件熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,福州金鍛工業公司,大陸,MH-600,,1,汽車鍛造零件熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,葉昌熱處理公司,馬來西亞,MH-1000,,1,高張力合金螺絲處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,杭州俊榮五金公司,大陸,MH-800,,1,螺絲熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,?中元川公司,大陸,MH-200,,1,精密電子螺絲熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,英鎮熱處理公司,台灣,MH-400,,1,汽車鍛壓零件連續正常化熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,福州金鍛工業公司,大陸,MH-300,,2,汽車鍛壓零件連續正常化熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,國強熱處理公司,泰國,MH-150,,1,五金零件奧斯回火熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,江興鍛壓工業公司?,台灣,MH-400,,1,鍛造品連續退火熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,鑫光金屬工業公司 (三義廠),台灣,MH-900,,1,專業熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,光華興工業公司 ,印尼,MH-300,,1,專業熱處理加工,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,台灣樁本工業公司(TSUBAKI),台灣,MH-200,,1,鏈片專業熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,PT.GRAKINDO MAJU,,MH-300,,1,機車螺絲熱處理,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,SUKSES,印尼,,,,,99,NULL,1,1
NULL,MH電熱式網帶連續熱處理全套設備,朝友工業公司,台灣,MH-900,,2,螺絲專業熱處理,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,春雨工業公司,台灣,MHG-500,,2,螺絲熱處理,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,春雨工業公司,台灣,MHG-900,,2,張力螺絲熱處理,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,華泰熱處理公司,台灣,MHG-1000,,1,螺絲熱處理加工,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,詮聯熱處理公司,台灣,MHG-1000,,1,螺絲熱處理加工,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,世柏熱處理公司,台灣,MHG-1000,,1,螺絲熱處理加工,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,葉昌熱處理公司,台灣,MHG-1000,,1,螺絲熱處理加工,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,PT.SANJAYA TREATMENT ,印尼,MHG-300,,1,專業熱處理加工,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,春雨工業公司,台灣,NMHG-1000,,1,螺絲熱處理,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,MOON LION,印尼,NMHG-800,,1,螺絲熱處理,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,江興鍛壓工業公司,台灣,NMHG-1000,,1,鍛壓汽車零件連續正常化熱處理,99,NULL,1,1
NULL,MHG瓦斯加熱網帶式連續熱處理全套設備,株式會社 天野製作所,日本,NMHG-1000,,1,螺絲專業熱處理,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,春雨工業公司,台灣,MTG-500,,1,熱打螺絲高溫回火,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,春雨工業公司,台灣,MTG-1000,,1,熱打螺絲高溫回火,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,春雨工業公司,台灣,MTG-2000,,1,熱打螺絲高溫回火,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,偉群製刀工業公司,大陸,NMTG-500,,1,刀具回火,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,華泰熱處理公司?,台灣,NMTG-1000,,4,螺絲回火,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,詮聯熱處理公司,台灣,NMTG-1000,,3,螺絲回火,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,春雨工業公司,大陸,NMTG-1000,,1,螺絲回火,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,葉昌熱處理公司,馬來西亞,MTG-900,,1,螺絲回火,99,NULL,1,1
NULL,NMTG瓦斯加熱網帶式連續回火爐,國強熱處理公司,泰國,MTG-600,,2,螺絲回火,99,NULL,1,1
NULL,RA-批式箱型光輝加熱滲碳淬火爐,名山工業（股）公司,台灣,C-7612060,,3,活塞梢熱處理,99,NULL,1,1
NULL,RA-批式箱型光輝加熱滲碳淬火爐,天保工業（股）公司,台灣,C-7612060,,1,五金零件熱處理加工,99,NULL,1,1
NULL,RA-批式箱型光輝加熱滲碳淬火爐,金鍛工業公司,大陸,C-7612060,,2,五金零件熱處理加工,99,NULL,1,1
NULL,批式箱型回火爐,名山工業（股）公司,台灣,BTF-7612060,,1,熱處理工件回火,99,NULL,1,1
NULL,批式箱型回火爐,協鉅工業公司,台灣,BTF-7612060,,1,熱處理工件回火,99,NULL,1,1
NULL,批式箱型回火爐,皇華機械廠,台灣,BTF-7612060,,1,模具預熱,99,NULL,1,1
NULL,批式箱型回火爐,鑫將金屬工業公司,台灣,BTF-7612060,,1,熱處理工件回火,99,NULL,1,1
NULL,批式箱型回火爐,鑫龍金屬工業公司,越南,BTF-7612060,,1,熱處理工件回火,99,NULL,1,1
NULL,批式箱型回火爐,福州金鍛工業公司,大陸,BTF-7612060,,2,熱處理工件回火,99,NULL,1,1
NULL,批式箱型回火爐,鑫光金屬工業公司,台灣,BTF-8012070,,8,熱處理工件回火,99,NULL,1,1
NULL,批式箱型回火爐,欣合大實業公司,台灣,BTF-8012070,,3,熱處理工件回火,99,NULL,1,1
NULL,批式箱型回火爐,偉群製刀工業公司,大陸,BTF-8012070,,6,熱處理工件回火,99,NULL,1,1
NULL,批式箱型回火爐,?中松琴工業公司,台灣,BTF-406040,,2,精密螺絲回火,99,NULL,1,1
NULL,批式箱型回火爐,?中元川工業公司,大陸,BTF-406040,,3,精密螺絲回火,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,株式會社 天野製作所,日本,KJ-2000EN,,1,連續熱處理爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,台灣熱處理工業公司,台灣,KJ-400EN,,1,鋼帶熱處理保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,天工鋼珠工業公司,台灣,KJ-1500EN,,1,迴轉式加熱爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,名山工業（股）公司,台灣,KJ-1500EN,,1,箱型淬火爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,天保工業（股）公司,台灣,KJ-1500EN,,1,箱型淬火爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,?中松琴工業公司,台灣,KJ-1000EN,,1,網帶式連續爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,春雨工業（股）公司,台灣,KJ-1500EN,,3,網帶式連續爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,?合鑫熱處理公司,台灣,KJ-1500EN,,2,網帶式連續爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,春雨工業（股）公司,大陸,KJ-2000EN,,1,網帶式連續爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,PT MOON LION ,印尼,KJ-2000EN,,1,網帶式連續爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,鑫光金屬工業公司,台灣,KJ-2000EN,,1,網帶式連續爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,永強熱處理公司,台灣,KJ-1500EN,,1,網帶式連續爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,?中元川工業公司,大陸,KJ-1500EN,,1,網帶式連續爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,興光金屬工業公司,台灣,KJ-1000EN,,2,箱型淬火爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,高力熱處理（股）公司,台灣,KJ-1500EN,,1,箱型淬火爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,中華台亞（股）公司,台灣,KJ-2000EN,,1,箱型淬火爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,江興鍛壓工業公司,台灣,KJ-2000EN,,2,連續退火、正常化爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,鑫光熱處理（股）公司,大陸昆山,KJ-2000EN,,1,連續熱處理爐保護氣體,99,NULL,1,1
NULL,吸熱型（RX-GAS）瓦斯變成爐,偉群熱處理（股）公司,大陸深圳,KJ-2000EN,,1,連續熱處理爐保護氣體,99,NULL,1,1
NULL,滾動爐床退火爐,廣億工業公司?,,,4000kg/hr,1,鋼管退火,99,NULL,1,1
NULL,滾動爐床退火爐,廣美工業公司,,,5000kg/hr,1,鋼管退火,99,NULL,1,1
NULL,鐘罩式退火爐,福泉鋼業公司,台灣,114”φ ×120:H,,2FURNACE / 4BASE,線材盤圓球化、軟化、 光輝退火,99,NULL,1,1
NULL,鐘罩式退火爐,福泉鋼業公司,台灣,84”φ×66:H,,1FURNACE / 2BASE,,99,NULL,1,1
NULL,鐘罩式退火爐,志祥鑄造公司,台灣,108”φ×66:H,,1FURNACE / 1BASE,鑄件球化、軟化、退火,99,NULL,1,1
NULL,鐘罩式退火爐,同成電機公司,台灣,50”φ×66:H,,1FURNACE / 2BASE,矽鋼片之磁性退火,99,NULL,1,1
NULL,迴轉式滲碳淬火爐,天工鋼珠工業公司?,台灣,,,,鋼珠滲碳淬火,99,NULL,1,1
NULL,迴轉式滲碳淬火爐,天工鋼珠工業公司?,台灣,,,,鋼珠回火,99,NULL,1,1
NULL,井式加熱滲碳淬火爐,鑫光金屬工業公司,台灣,,,,五金零件滲碳或退火熱處理,99,NULL,1,1
NULL,井式加熱滲碳淬火爐,鑫光金屬工業公司,大陸昆山,,,,五金零件滲碳或退火熱處理,99,NULL,1,1
NULL,井式加熱滲碳淬火爐,邦昌金屬工業公司,台灣,,,,五金零件退火熱處理,99,NULL,1,1
NULL,井式加熱滲碳淬火爐,偉群製刀工業公司,台灣,,,,五金零件退火熱處理,99,NULL,1,1
NULL,井式加熱滲碳淬火爐,中緬公司,緬甸,,,,五金零件滲碳淬火熱處理,99,NULL,1,1
NULL,井式回火爐,元茂熱處理公司,台灣,,,,熱處理零件回火,99,NULL,1,1
NULL,井式回火爐,偉群製刀工業公司,台灣,,,,熱處理零件回火,99,NULL,1,1
NULL,井式回火爐,德紘熱處理公司,台灣,,,,熱處理零件回火,99,NULL,1,1
NULL,井式回火爐,榮大熱處理公司,大陸,,,,熱處理零件回火,99,NULL,1,1
NULL,井式回火爐,國強熱處理公司,泰國,,,,熱處理零件回火,99,NULL,1,1
NULL,井式回火爐,中緬公司,緬甸,,,,熱處理零件回火,99,NULL,1,1
NULL,瓦斯加熱滲碳淬火爐,華泰亞洲實業公司,泰國,,,,鏈條零件滲碳淬火,99,NULL,1,1
NULL,迴轉式連續回火爐,宏陽工業公司,泰國,,,,鏈條零件回火,99,NULL,1,1
